ticker,last_date,last_close,atr14,ema50,ema200,avg_dollar_volume,trend,hh_count,hl_count,last_ph_price,last_pl_price,support_type,support_category,support_price,zone_low,zone_high,pivot_date
MU,2026-06-16,1020.76,77.6537,759.9974,457.6712,50319002913.0,uptrend,2,2,1089.29,854.35,higher_low,primary,854.35,834.9366,873.7634,2026-06-09
SNDK,2026-06-16,1991.55,146.3582,1407.3882,758.2243,18501459364.0,uptrend,1,1,1861.0,1514.36,higher_low,primary,1514.36,1477.7705,1550.9495,2026-06-05
LITE,2026-06-16,875.36,85.6042,870.8895,585.6864,5255099575.0,none,2,2,1049.53,776.01,breakout_retest,monitor,808.8,787.3989,830.2011,2026-03-25
POET,2026-06-16,12.645,1.9957,11.4149,8.3405,527574747.0,none,2,2,15.94,10.11,breakout_retest,monitor,8.27,7.7711,8.7689,2026-03-12
ICHR,2026-06-16,85.77,6.3128,68.0167,45.4319,85666420.0,uptrend,2,3,76.6558,62.44,higher_low,primary,62.44,60.8618,64.0182,2026-06-05
CRDO,2026-06-16,239.18,23.712,195.8564,152.7552,2203773043.0,uptrend,2,2,245.9499,200.0,higher_low,primary,200.0,194.072,205.928,2026-06-04
UNFI,2026-06-16,49.51,2.5892,49.0653,41.0322,34744809.0,none,3,2,57.02,40.4,breakout_retest,monitor,47.585,46.9377,48.2323,2026-03-26
DAR,2026-06-16,55.18,1.8693,58.9424,49.4465,115888231.0,none,1,2,63.0,57.65,breakout_retest,monitor,54.24,53.7727,54.7073,2026-03-02
DAN,2026-06-16,29.96,1.8025,34.1843,29.0731,48625217.0,uptrend,2,3,37.54,31.545,higher_low,primary,31.545,31.0944,31.9956,2026-05-19
SKM,2026-06-16,36.91,2.3387,37.2485,29.9426,132385546.0,uptrend,1,2,47.1794,35.67,higher_low,primary,35.67,35.0853,36.2547,2026-05-28
PARR,2026-06-16,52.53,3.0412,57.6816,48.7135,52327213.0,uptrend,1,2,62.31,56.11,higher_low,primary,56.11,55.3497,56.8703,2026-05-06
PKX,2026-06-16,64.46,2.932,68.9526,63.0233,26136628.0,uptrend,3,2,92.4,58.73,higher_low,primary,58.73,57.997,59.463,2026-06-10
AMD,2026-06-16,507.29,34.014,414.7845,283.8602,15775923847.0,uptrend,2,2,546.44,437.23,higher_low,primary,437.23,428.7265,445.7335,2026-06-09
