signal_date,ticker,support_category,support_type,last_close,support_price,zone_low,zone_high,last_open,last_high,last_low,atr14,ema50,ema200,hh_count,hl_count,last_ph_price,last_pl_price,recent_high_20,recent_high_252,lower_tail_ratio,score,score_trend,score_support_quality,score_reaction,score_liquidity,score_room,reasons
2026-08-17,INDV,monitor,breakout_retest,39.08,38.58,38.2171,38.9429,38.95,39.59,38.6829,1.4518,38.8781,34.8178,1,1,41.65,35.76,41.65,42.81,0.294,72.0,50.0,77.4,92.0,92.6,66.3,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-08-17,AIR,monitor,breakout_retest,153.71,142.92,141.3505,144.4895,144.58,153.8,144.05,6.2781,135.7855,114.7489,2,1,154.0,123.72,154.0,154.0,0.054,69.4,75.0,100.0,74.0,66.5,2.8,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
