signal_date,ticker,support_category,support_type,last_close,support_price,zone_low,zone_high,last_open,last_high,last_low,atr14,ema50,ema200,hh_count,hl_count,last_ph_price,last_pl_price,recent_high_20,recent_high_252,lower_tail_ratio,score,score_trend,score_support_quality,score_reaction,score_liquidity,score_room,reasons
2026-09-17,EXK,primary,higher_low,10.17,10.13,9.9785,10.2815,9.96,10.2,9.8705,0.6059,9.8565,9.4688,3,3,11.649,10.13,11.649,15.15,0.272,87.1,100.0,65.8,90.4,95.6,86.8,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-09-17,CDE,primary,higher_low,19.98,19.76,19.4893,20.0307,19.75,20.305,19.55,1.0829,19.0816,18.6529,1,2,22.45,19.76,22.45,27.77,0.265,81.2,75.0,72.7,89.9,100.0,83.5,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-09-17,NESR,primary,higher_low,32.49,32.05,31.6683,32.4317,32.28,32.99,31.68,1.5267,31.6359,25.1443,1,2,35.47,32.05,35.47,36.94,0.458,78.5,75.0,76.0,100.0,55.2,76.7,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close;strong_lower_tail_rejection
2026-09-17,NWG,monitor,breakout_retest,18.94,18.9,18.8105,18.9895,18.93,19.0362,18.775,0.358,18.3495,17.1109,2,2,19.0,18.16,19.0362,19.42,0.593,77.5,100.0,68.1,100.0,51.5,35.3,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close;strong_lower_tail_rejection
2026-09-17,SSRM,primary,higher_low,36.145,35.69,35.2887,36.0913,36.815,36.94,35.89,1.6054,33.5307,29.3581,2,1,39.44,35.69,39.44,39.44,0.243,75.6,75.0,75.8,68.2,90.6,76.5,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;close_above_prev_close
2026-09-17,BCH,primary,higher_low,41.39,40.9,40.6671,41.1329,41.5,41.66,40.82,0.9315,41.1584,39.3039,2,3,43.12,40.9,43.14,46.77,0.679,75.4,100.0,81.9,80.0,11.9,51.8,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;close_above_prev_close;strong_lower_tail_rejection
2026-09-17,AMD,monitor,breakout_retest,545.09,526.79,520.6808,532.8992,533.6,551.42,527.6,24.4368,488.8765,395.2141,1,1,526.79,440.5,551.42,584.73,0.252,75.0,50.0,87.5,88.9,100.0,69.1,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-09-17,PARR,monitor,breakout_retest,86.49,83.7199,82.6055,84.8343,83.26,86.7625,83.05,4.4576,76.6616,61.7656,2,2,86.97,72.09,86.97,87.03,0.057,74.0,100.0,84.3,74.3,68.5,8.3,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-09-17,INTC,monitor,breakout_retest,108.8,106.69,105.1959,108.1841,104.7,111.37,104.7,5.9764,98.8661,82.6438,1,1,106.69,85.14,111.37,142.35,0.0,73.4,50.0,77.6,70.0,100.0,100.0,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-09-17,CNC,monitor,breakout_retest,67.1,66.55,65.9363,67.1637,66.63,67.79,65.76,2.4546,64.8705,54.2032,1,1,68.83,61.81,69.63,69.63,0.429,68.8,50.0,73.7,100.0,100.0,35.8,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close;strong_lower_tail_rejection
