ticker,last_date,last_close,atr14,ema50,ema200,avg_dollar_volume,trend,hh_count,hl_count,last_ph_price,last_pl_price,support_type,support_category,support_price,zone_low,zone_high,pivot_date
MU,2026-06-11,995.87,75.2919,725.4885,440.562,48988709667.0,uptrend,2,2,1089.29,652.21,higher_low,primary,652.21,633.387,671.033,2026-05-19
SNDK,2026-06-11,1881.51,142.4791,1328.4251,719.573,18080432894.0,uptrend,2,2,1861.0,1514.36,higher_low,primary,1514.36,1478.7402,1549.9798,2026-06-05
LITE,2026-06-11,889.59,86.2954,864.9548,575.1355,5515412186.0,uptrend,2,3,1049.53,806.62,higher_low,primary,806.62,785.0461,828.1939,2026-06-01
POET,2026-06-11,11.25,1.9876,11.2081,8.2083,729438691.0,uptrend,2,2,15.94,11.5,higher_low,primary,11.5,11.0031,11.9969,2026-05-29
ICHR,2026-06-11,84.04,6.478,65.5536,44.1563,81020935.0,uptrend,2,3,76.6558,62.44,higher_low,primary,62.44,60.8205,64.0595,2026-06-05
CRDO,2026-06-11,264.76,23.8213,188.9985,150.3588,2057869677.0,uptrend,2,2,245.9499,200.0,higher_low,primary,200.0,194.0447,205.9553,2026-06-04
UNFI,2026-06-11,49.86,2.844,48.9379,40.7392,34586038.0,uptrend,2,3,52.86,48.1663,higher_low,primary,48.1663,47.4553,48.8773,2026-05-21
DAR,2026-06-11,57.0,1.9301,59.3083,49.2121,121140949.0,none,1,2,63.0,57.65,breakout_retest,monitor,54.24,53.7575,54.7225,2026-03-02
DAN,2026-06-11,30.11,1.7582,34.7088,29.1062,41386556.0,uptrend,2,3,37.54,31.545,higher_low,primary,31.545,31.1054,31.9846,2026-05-19
PBF,2026-06-11,41.13,2.4368,41.4647,36.5,99827515.0,none,1,1,43.41,36.61,breakout_retest,monitor,38.83,38.2208,39.4392,2026-02-12
SKM,2026-06-11,37.92,2.5092,37.1657,29.7069,132682728.0,uptrend,1,2,47.1794,35.67,higher_low,primary,35.67,35.0427,36.2973,2026-05-28
PARR,2026-06-11,55.38,3.2732,58.1639,48.5898,58270322.0,uptrend,1,2,62.31,56.11,higher_low,primary,56.11,55.2917,56.9283,2026-05-06
INTC,2026-06-11,116.96,9.2674,96.2599,60.8836,14486397502.0,none,1,2,126.64,98.33,breakout_retest,monitor,54.6,52.2832,56.9168,2026-01-22
AMD,2026-06-11,488.45,32.3271,401.1163,276.9255,15131247805.0,uptrend,2,2,546.44,393.36,higher_low,primary,393.36,385.2782,401.4418,2026-05-19
LYG,2026-06-11,5.42,0.1467,5.3469,5.1235,130480878.0,none,2,1,5.5399,5.03,breakout_retest,monitor,5.19,5.1533,5.2267,2026-03-25
MYRG,2026-06-11,425.08,23.9281,401.1406,298.4285,114501215.0,uptrend,3,3,484.71,422.578,higher_low,primary,422.578,416.596,428.56,2026-05-19
NESR,2026-06-11,24.86,1.2616,24.1629,18.7793,44764385.0,uptrend,2,3,27.25,23.065,higher_low,primary,23.065,22.7496,23.3804,2026-05-08
THG,2026-06-11,196.07,4.2284,186.6182,178.7587,57252766.0,uptrend,3,2,199.59,184.695,higher_low,primary,184.695,183.6379,185.7521,2026-06-01
BTSG,2026-06-11,63.08,2.1456,53.9133,41.4143,195126202.0,uptrend,3,3,62.11,56.2,higher_low,primary,56.2,55.6636,56.7364,2026-06-05
NBIS,2026-06-11,222.24,23.1272,188.5794,128.2742,4055764570.0,uptrend,3,3,278.8399,183.0,higher_low,primary,183.0,177.2182,188.7818,2026-05-19
INDV,2026-06-11,38.13,1.3877,35.8403,31.2154,64357723.0,none,1,1,38.58,32.41,breakout_retest,monitor,35.34,34.9931,35.6869,2026-03-11
SSRM,2026-06-11,26.32,1.7044,29.4773,25.4667,72280011.0,uptrend,2,3,36.28,28.6801,higher_low,primary,28.6801,28.254,29.1062,2026-05-28
NWG,2026-06-11,16.23,0.4206,15.8204,15.653,60285970.0,none,1,2,16.2466,14.91,breakout_retest,monitor,15.95,15.8448,16.0552,2026-05-08
SEZL,2026-06-11,128.83,7.9719,98.8089,89.2802,62047081.0,uptrend,2,2,123.045,108.51,higher_low,primary,108.51,106.517,110.503,2026-06-03
BAP,2026-06-11,368.38,16.3271,333.5678,306.3877,229047540.0,none,1,1,354.41,300.0,breakout_retest,monitor,354.41,350.3282,358.4918,2026-05-27
DK,2026-06-11,47.07,2.4327,44.2387,37.6881,49494822.0,none,2,1,47.29,41.11,breakout_retest,monitor,45.74,45.1318,46.3482,2026-03-05
CFG,2026-06-11,66.51,1.5347,62.9418,58.7844,265747170.0,none,0,2,64.025,60.275,breakout_retest,monitor,64.025,63.6413,64.4087,2026-05-26
RELY,2026-06-11,18.79,0.8611,19.7975,17.5068,83145274.0,none,2,2,24.92,14.99,breakout_retest,monitor,16.55,16.3347,16.7653,2026-03-25
AIR,2026-06-11,127.23,4.9518,112.7272,100.7912,40089355.0,none,1,2,115.46,107.5058,breakout_retest,monitor,115.46,114.2221,116.6979,2026-05-28
PCG,2026-06-11,16.79,0.422,16.7467,16.2437,301390763.0,none,1,1,17.25,16.095,breakout_retest,monitor,16.75,16.6445,16.8555,2026-05-26
CNC,2026-06-11,63.54,2.2292,53.7582,42.928,291163073.0,uptrend,2,1,60.76,56.74,higher_low,primary,56.74,56.1827,57.2973,2026-05-26
GRDN,2026-06-11,43.08,1.6226,37.9071,32.5253,15509251.0,none,2,2,39.62,32.25,breakout_retest,monitor,39.62,39.2144,40.0256,2026-04-27
IFS,2026-06-11,55.25,2.1112,48.2566,45.0861,19858472.0,uptrend,1,2,50.845,43.16,higher_low,primary,43.16,42.6322,43.6878,2026-05-04
HASI,2026-06-11,37.33,1.1336,39.4764,35.333,44746705.0,uptrend,1,3,42.105,39.27,higher_low,primary,39.27,38.9866,39.5534,2026-05-19
BB,2026-06-11,9.29,0.7412,6.8541,4.9325,396319110.0,none,1,0,10.925,3.1201,breakout_retest,monitor,5.085,4.8997,5.2703,2025-10-22
DAVE,2026-06-11,285.43,19.0877,246.997,219.4226,161426843.0,uptrend,2,2,293.9,242.01,higher_low,primary,242.01,237.2381,246.7819,2026-06-03
NTST,2026-06-11,20.18,0.4191,20.1457,19.2701,26602954.0,none,1,2,20.91,19.385,breakout_retest,monitor,18.635,18.5302,18.7398,2026-01-20
TCBI,2026-06-11,100.36,2.5051,99.2487,94.9147,45465637.0,none,1,2,102.99,96.76,breakout_retest,monitor,96.21,95.5837,96.8363,2026-03-25
TILE,2026-06-11,31.32,1.0473,28.8205,27.6749,16815210.0,none,1,3,30.05,28.17,breakout_retest,monitor,30.05,29.7882,30.3118,2026-05-27
FLYW,2026-06-11,14.78,0.7087,14.5886,13.3813,34510121.0,uptrend,1,2,17.025,15.58,higher_low,primary,15.58,15.4028,15.7572,2026-05-19
VLY,2026-06-11,14.41,0.3172,13.3666,12.1433,81010041.0,none,1,2,13.8,12.765,breakout_retest,monitor,13.8,13.7207,13.8793,2026-05-06
XYZ,2026-06-11,69.09,3.0435,68.8558,67.2246,415679022.0,none,3,1,77.6238,67.08,breakout_retest,monitor,62.21,61.4491,62.9709,2026-03-23
CYD,2026-06-11,47.92,3.5263,49.4882,41.7316,13642090.0,uptrend,2,2,61.4778,38.5001,higher_low,primary,38.5001,37.6185,39.3817,2026-05-05
SBLK,2026-06-11,27.15,0.7953,25.9265,22.722,38394315.0,uptrend,3,3,28.5,25.9,higher_low,primary,25.9,25.7012,26.0988,2026-05-19
BCH,2026-06-11,39.78,1.174,37.8549,36.6991,14262884.0,none,1,1,39.135,33.6,breakout_retest,monitor,39.135,38.8415,39.4285,2026-05-27
LFST,2026-06-11,8.61,0.3216,7.443,6.5915,22537574.0,uptrend,2,3,7.98,7.24,higher_low,primary,7.24,7.1596,7.3204,2026-05-22
LUV,2026-06-11,44.29,1.7208,41.1576,39.9923,256921731.0,none,2,3,44.44,40.815,breakout_retest,monitor,42.3899,41.9597,42.8201,2026-05-07
ANIP,2026-06-11,81.65,2.5727,79.5495,79.2402,25607332.0,none,2,1,83.7499,73.54,breakout_retest,monitor,77.47,76.8268,78.1132,2026-03-11
BBVA,2026-06-11,23.15,0.606,22.4399,21.2873,37460640.0,none,2,3,23.665,21.51,breakout_retest,monitor,22.52,22.3685,22.6715,2026-05-08
INCY,2026-06-11,107.83,3.6929,98.2367,93.9984,172763674.0,none,1,1,103.01,92.18,breakout_retest,monitor,103.01,102.0868,103.9332,2026-05-11
LC,2026-06-11,18.24,0.8218,16.5973,16.2637,31017232.0,none,2,2,18.4,16.275,breakout_retest,monitor,17.485,17.2795,17.6905,2026-05-06
RSI,2026-06-11,29.31,1.0803,25.465,21.2989,50364079.0,none,2,2,28.29,24.66,breakout_retest,monitor,28.29,28.0199,28.5601,2026-05-20
LTM,2026-06-11,51.47,2.2189,50.4094,50.2501,39805284.0,none,2,1,54.105,46.03,breakout_retest,monitor,50.46,49.9053,51.0147,2026-03-25
