ticker,last_date,last_close,atr14,ema50,ema200,avg_dollar_volume,trend,hh_count,hl_count,last_ph_price,last_pl_price,support_type,support_category,support_price,zone_low,zone_high,pivot_date
MU,2026-08-11,868.52,76.7206,887.6189,617.6359,39377100793.0,none,2,1,1011.77,737.88,breakout_retest,monitor,818.67,799.4899,837.8501,2026-05-11
FSLY,2026-08-11,28.78,2.0014,21.2449,17.9672,155176784.0,none,1,2,22.05,15.74,breakout_retest,monitor,22.05,21.5496,22.5504,2026-06-02
POET,2026-08-11,8.59,0.8378,8.9776,8.3014,103338292.0,none,1,1,15.08,6.28,breakout_retest,monitor,8.27,8.0606,8.4794,2026-03-12
CRDO,2026-08-11,247.69,22.1807,223.9734,185.241,1175943382.0,none,1,1,241.14,177.0,breakout_retest,monitor,241.14,235.5948,246.6852,2026-07-23
AUGO,2026-08-11,76.06,4.2742,63.602,62.4225,50444556.0,none,0,1,68.01,48.05,breakout_retest,monitor,68.01,66.9415,69.0785,2026-07-06
DAN,2026-08-11,30.4,1.3178,29.0125,28.9524,37074773.0,none,1,2,28.12,26.085,breakout_retest,monitor,28.12,27.7906,28.4494,2026-07-22
PBF,2026-08-11,69.35,4.1201,55.7498,43.3767,225770975.0,uptrend,2,2,74.74,57.9499,higher_low,primary,57.9499,56.9199,58.9799,2026-07-27
PARR,2026-08-11,75.47,4.6575,68.9461,55.437,85703160.0,uptrend,3,1,87.03,74.81,higher_low,primary,74.81,73.6456,75.9744,2026-07-24
INTC,2026-08-11,97.71,7.5445,102.5951,77.0646,11286306354.0,none,1,0,106.85,81.79,breakout_retest,monitor,54.6,52.7139,56.4861,2026-01-22
LYG,2026-08-11,6.1,0.1381,5.8937,5.4465,97950877.0,uptrend,2,3,6.32,5.85,higher_low,primary,5.85,5.8155,5.8845,2026-07-29
NESR,2026-08-11,36.01,1.8646,27.5386,22.2276,64744478.0,none,2,2,29.98,24.37,breakout_retest,monitor,29.98,29.5139,30.4461,2026-07-15
THG,2026-08-11,221.94,4.923,213.2164,192.5608,73492196.0,uptrend,3,2,236.065,203.3613,higher_low,primary,203.3613,202.1306,204.592,2026-07-16
BTSG,2026-08-11,57.89,3.4205,64.3585,50.8112,330576484.0,none,3,2,73.7499,57.95,breakout_retest,monitor,45.59,44.7349,46.4451,2026-03-25
SSRM,2026-08-11,31.97,1.6207,28.4668,27.3278,90847778.0,none,0,1,28.74,24.17,breakout_retest,monitor,28.74,28.3348,29.1452,2026-07-22
NWG,2026-08-11,19.05,0.4022,17.7494,16.5435,76254590.0,uptrend,3,3,19.42,17.545,higher_low,primary,17.545,17.4444,17.6456,2026-07-28
SEZL,2026-08-11,128.27,15.1832,148.778,109.533,127619435.0,none,2,2,184.21,147.41,breakout_retest,monitor,86.68,82.8842,90.4758,2026-02-26
BAP,2026-08-11,377.0,11.5936,377.8697,337.2118,106839843.0,uptrend,3,2,413.245,377.45,higher_low,primary,377.45,374.5516,380.3484,2026-07-17
