ticker,last_date,last_close,atr14,ema50,ema200,avg_dollar_volume,trend,hh_count,hl_count,last_ph_price,last_pl_price,support_type,support_category,support_price,zone_low,zone_high,pivot_date
MU,2026-05-12,766.58,44.9872,496.2136,337.3284,26698070102.0,none,2,1,471.34,311.49,breakout_retest,monitor,471.34,460.0932,482.5868,2026-03-18
SNDK,2026-05-12,1452.02,98.7357,949.4708,515.5207,18874563008.0,uptrend,2,1,965.0,558.5825,higher_low,primary,558.5825,533.8986,583.2664,2026-03-30
LITE,2026-05-12,992.37,84.6983,806.9313,494.3785,5450679265.0,uptrend,2,2,960.0,780.48,higher_low,primary,780.48,759.3054,801.6546,2026-04-28
POET,2026-05-12,13.73,1.7353,8.2045,6.6321,614569274.0,uptrend,1,2,15.5,6.37,higher_low,primary,6.37,5.9362,6.8038,2026-04-29
ICHR,2026-05-12,73.28,5.0448,58.2523,37.3838,71210517.0,uptrend,2,3,72.8707,56.6011,higher_low,primary,56.6011,55.3399,57.8623,2026-05-05
CRDO,2026-05-12,198.57,14.7357,153.9877,133.539,1196169099.0,uptrend,1,1,198.97,164.8,higher_low,primary,164.8,161.1161,168.4839,2026-04-28
AUGO,2026-05-12,83.72,5.7962,83.7359,60.6487,68827612.0,uptrend,2,2,110.321,78.8,higher_low,primary,78.8,77.3509,80.2491,2026-04-29
UNFI,2026-05-12,51.13,1.6966,46.0351,37.8085,29595399.0,uptrend,3,3,49.8375,46.5,higher_low,primary,46.5,46.0758,46.9242,2026-04-24
DAR,2026-05-12,63.46,2.2379,58.9049,47.1001,177037780.0,uptrend,3,3,66.02,55.83,higher_low,primary,55.83,55.2705,56.3895,2026-04-17
DAN,2026-05-12,33.84,1.294,34.4564,27.8467,35558335.0,uptrend,2,3,39.56,34.33,higher_low,primary,34.33,34.0065,34.6535,2026-05-04
PBF,2026-05-12,42.43,2.7469,41.6117,35.1471,146645726.0,none,2,2,46.46,36.121,breakout_retest,monitor,38.83,38.1433,39.5167,2026-02-12
SKM,2026-05-12,39.07,1.5288,34.1264,27.4519,81682565.0,uptrend,1,3,38.15,35.84,higher_low,primary,35.84,35.4578,36.2222,2026-04-30
PARR,2026-05-12,63.08,3.9347,59.3331,45.782,88946581.0,uptrend,2,2,70.39,56.11,higher_low,primary,56.11,55.1263,57.0937,2026-05-06
PUMP,2026-05-12,16.11,0.9606,14.7524,11.0458,86676611.0,uptrend,3,2,18.5,14.9,higher_low,primary,14.9,14.6598,15.1402,2026-04-30
GPRE,2026-05-12,16.77,0.9956,15.9359,12.3954,27357989.0,none,3,2,18.94,14.08,breakout_retest,monitor,15.64,15.3911,15.8889,2026-02-12
INTC,2026-05-12,120.61,7.4298,74.2474,48.3977,14516666175.0,none,0,0,,,breakout_retest,monitor,70.325,68.4676,72.1824,2026-04-17
PKX,2026-05-12,82.79,3.4994,70.1263,59.9492,17984144.0,none,2,2,63.94,55.31,breakout_retest,monitor,63.94,63.0652,64.8148,2026-04-09
AMD,2026-05-12,448.29,23.0297,295.0204,225.8892,17098886713.0,none,2,1,266.96,188.22,breakout_retest,monitor,266.96,261.2026,272.7174,2026-01-23
LYG,2026-05-12,5.21,0.1545,5.3532,5.0813,93744627.0,none,1,1,5.75,5.12,breakout_retest,monitor,5.19,5.1514,5.2286,2026-03-25
MYRG,2026-05-12,455.27,19.6914,341.0337,260.4342,127131927.0,uptrend,2,3,475.395,258.195,higher_low,primary,258.195,253.2722,263.1178,2026-03-30
NESR,2026-05-12,26.84,1.359,23.0513,17.3075,44194615.0,none,2,3,25.6393,20.572,breakout_retest,monitor,25.6393,25.2995,25.9791,2026-04-29
THG,2026-05-12,189.59,3.932,179.8493,176.3455,51230968.0,uptrend,3,2,191.66,177.04,higher_low,primary,177.04,176.057,178.023,2026-04-27
BTSG,2026-05-12,55.5,2.0817,46.6108,37.4143,146465879.0,uptrend,3,2,54.68,40.41,higher_low,primary,40.41,39.8896,40.9304,2026-04-02
NBIS,2026-05-12,179.11,13.7648,140.7616,105.6431,2459433074.0,uptrend,2,3,168.71,132.7,higher_low,primary,132.7,129.2588,136.1412,2026-04-28
INDV,2026-05-12,38.28,1.5291,34.269,29.692,86044104.0,none,0,1,33.62,27.68,breakout_retest,monitor,33.62,33.2377,34.0023,2026-04-15
SSRM,2026-05-12,35.74,1.9565,30.0223,24.5952,95965370.0,uptrend,3,3,36.515,28.065,higher_low,primary,28.065,27.5759,28.5541,2026-04-29
AROC,2026-05-12,37.23,1.3607,35.9336,30.4287,59324226.0,uptrend,2,2,40.115,36.0,higher_low,primary,36.0,35.6598,36.3402,2026-05-06
AGRO,2026-05-12,13.07,0.8364,12.8583,10.4293,19676731.0,uptrend,1,1,15.25,11.79,higher_low,primary,11.79,11.5809,11.9991,2026-04-17
DK,2026-05-12,46.08,2.3309,42.2233,35.4677,60815699.0,none,3,2,49.5,37.02,breakout_retest,monitor,45.74,45.1573,46.3227,2026-03-05
CFG,2026-05-12,61.95,1.5532,62.7067,57.1753,304776984.0,uptrend,2,2,66.85,63.34,higher_low,primary,63.34,62.9517,63.7283,2026-05-04
RELY,2026-05-12,23.86,0.9304,19.3388,17.0749,106951930.0,none,1,2,16.55,14.99,breakout_retest,monitor,16.55,16.3174,16.7826,2026-03-25
AIR,2026-05-12,111.51,5.0154,112.4419,97.3536,43254455.0,uptrend,3,3,127.21,104.86,higher_low,primary,104.86,103.6062,106.1138,2026-04-29
PCG,2026-05-12,16.81,0.4196,17.0153,16.238,372697577.0,none,2,1,18.92,16.0,breakout_retest,monitor,16.38,16.2751,16.4849,2026-01-02
CNC,2026-05-12,59.31,2.0863,44.2183,41.5882,367040327.0,none,1,0,37.05,31.63,breakout_retest,monitor,37.05,36.5284,37.5716,2026-03-19
GRDN,2026-05-12,34.91,1.6251,36.0201,30.9056,13867885.0,uptrend,2,2,39.62,35.56,higher_low,primary,35.56,35.1537,35.9663,2026-04-23
PDS,2026-05-12,93.18,3.7151,91.3247,76.3124,12282785.0,none,2,2,102.45,82.18,breakout_retest,monitor,92.4,91.4712,93.3288,2026-02-19
IFS,2026-05-12,45.37,1.6524,46.7229,44.0717,14510777.0,uptrend,2,2,53.0,43.16,higher_low,primary,43.16,42.7469,43.5731,2026-05-04
HASI,2026-05-12,40.97,1.263,39.2976,34.4275,42708641.0,uptrend,3,2,40.01,34.97,higher_low,primary,34.97,34.6542,35.2858,2026-03-09
CDE,2026-05-12,20.17,1.2269,19.444,17.8193,358904686.0,none,2,1,21.47,17.0,breakout_retest,monitor,19.24,18.9333,19.5467,2026-03-25
AMSC,2026-05-12,54.51,4.0027,42.4417,38.6146,74511846.0,none,1,1,38.1048,26.46,breakout_retest,monitor,38.1048,37.1041,39.1055,2026-02-18
BB,2026-05-12,6.22,0.37,4.6567,4.1802,142624544.0,none,2,1,5.79,3.1201,breakout_retest,monitor,5.79,5.6975,5.8825,2026-04-22
DAVE,2026-05-12,242.25,16.7222,230.2567,214.2316,147681999.0,none,2,2,285.39,226.74,breakout_retest,monitor,227.69,223.5095,231.8705,2026-03-10
NTST,2026-05-12,20.73,0.3976,20.0892,18.9007,29741199.0,uptrend,2,3,21.18,19.975,higher_low,primary,19.975,19.8756,20.0744,2026-05-05
TILE,2026-05-12,28.13,1.0416,27.8576,27.1976,15729180.0,uptrend,1,2,28.95,26.48,higher_low,primary,26.48,26.2196,26.7404,2026-05-04
FLYW,2026-05-12,16.66,0.7394,13.675,12.8818,36147394.0,none,1,1,12.775,11.16,breakout_retest,monitor,12.775,12.5902,12.9598,2026-03-25
VLY,2026-05-12,13.16,0.3506,12.9924,11.7406,81120448.0,uptrend,1,2,13.8,13.22,higher_low,primary,13.22,13.1324,13.3076,2026-04-30
XYZ,2026-05-12,72.12,2.7769,66.6835,65.9525,389548994.0,uptrend,2,2,75.23,67.8,higher_low,primary,67.8,67.1058,68.4942,2026-04-29
SBLK,2026-05-12,27.34,0.7563,24.5232,21.5921,26485644.0,none,2,2,25.42,23.88,breakout_retest,monitor,25.42,25.2309,25.6091,2026-04-20
KC,2026-05-12,15.31,0.794,15.0755,13.7379,18592445.0,uptrend,2,2,16.7,14.66,higher_low,primary,14.66,14.4615,14.8585,2026-04-30
ASM,2026-05-12,7.97,0.5146,7.0648,6.3222,32812578.0,none,1,2,8.055,6.11,breakout_retest,monitor,6.98,6.8513,7.1087,2025-12-22
LFST,2026-05-12,7.93,0.38,7.0689,6.4166,54147957.0,none,2,2,7.77,7.175,breakout_retest,monitor,7.77,7.675,7.865,2026-04-28
ANIP,2026-05-12,79.5,3.06,78.9716,78.7936,31041586.0,none,2,2,82.425,76.84,breakout_retest,monitor,77.47,76.705,78.235,2026-03-11
BBVA,2026-05-12,21.81,0.6331,22.1841,21.0533,34517592.0,uptrend,1,2,24.135,20.695,higher_low,primary,20.695,20.5367,20.8533,2026-05-04
EXK,2026-05-12,11.46,0.7621,9.9895,9.0639,81788947.0,none,1,2,10.675,8.4907,breakout_retest,monitor,10.675,10.4845,10.8655,2026-04-17
LC,2026-05-12,16.28,0.7142,16.2663,15.9793,47598087.0,uptrend,1,2,17.485,16.045,higher_low,primary,16.045,15.8665,16.2235,2026-04-29
RSI,2026-05-12,27.51,1.225,23.6004,19.9106,61473889.0,uptrend,3,3,29.24,26.165,higher_low,primary,26.165,25.8588,26.4712,2026-05-06
