ticker,last_date,last_close,atr14,ema50,ema200,avg_dollar_volume,trend,hh_count,hl_count,last_ph_price,last_pl_price,support_type,support_category,support_price,zone_low,zone_high,pivot_date
MU,2026-05-18,681.54,48.9304,532.9099,353.7286,31206832847.0,none,2,0,818.67,311.49,breakout_retest,monitor,471.34,459.1074,483.5726,2026-03-18
SNDK,2026-05-18,1333.01,104.2326,1014.7696,550.1355,19338221811.0,uptrend,2,1,1600.0,558.5825,higher_low,primary,558.5825,532.5243,584.6407,2026-03-30
LITE,2026-05-18,884.98,83.223,830.9889,513.4718,5802749800.0,none,2,2,1085.68,780.48,breakout_retest,monitor,808.8,787.9943,829.6057,2026-03-25
FSLY,2026-05-18,16.71,2.6044,22.8314,16.0633,264467259.0,none,2,2,32.7699,23.14,breakout_retest,monitor,12.5906,11.9395,13.2417,2025-12-02
POET,2026-05-18,14.21,2.3714,9.3947,6.9942,889911678.0,uptrend,1,2,15.5,6.37,higher_low,primary,6.37,5.7772,6.9628,2026-04-29
ICHR,2026-05-18,66.6,5.1789,60.2926,38.6798,74486148.0,uptrend,2,3,78.0,56.6011,higher_low,primary,56.6011,55.3064,57.8958,2026-05-05
CRDO,2026-05-18,156.27,15.0162,157.0992,135.8172,1129183533.0,uptrend,2,1,210.97,164.8,higher_low,primary,164.8,161.046,168.554,2026-04-28
AUGO,2026-05-18,75.64,5.4836,82.8515,61.3216,65427074.0,uptrend,2,2,92.8899,78.8,higher_low,primary,78.8,77.4291,80.1709,2026-04-29
UNFI,2026-05-18,50.77,1.6413,46.8069,38.2587,29176035.0,uptrend,3,3,53.18,46.5,higher_low,primary,46.5,46.0897,46.9103,2026-04-24
DAR,2026-05-18,62.13,2.1709,59.4189,47.7034,164200719.0,uptrend,2,3,64.99,61.09,higher_low,primary,61.09,60.5473,61.6327,2026-05-07
DAN,2026-05-18,33.29,1.241,34.3578,28.0432,34311738.0,uptrend,2,3,39.56,34.33,higher_low,primary,34.33,34.0197,34.6403,2026-05-04
PBF,2026-05-18,42.14,2.5939,41.5999,35.489,139085801.0,uptrend,2,2,46.46,38.76,higher_low,primary,38.76,38.1115,39.4085,2026-05-07
SKM,2026-05-18,37.01,1.5795,34.7515,27.8994,82605484.0,uptrend,1,3,39.97,35.84,higher_low,primary,35.84,35.4451,36.2349,2026-04-30
PARR,2026-05-18,58.79,3.9088,59.345,46.4691,87999328.0,uptrend,2,2,70.39,56.11,higher_low,primary,56.11,55.1328,57.0872,2026-05-06
PUMP,2026-05-18,18.03,0.9639,15.1258,11.3,95212754.0,uptrend,3,2,18.5,14.9,higher_low,primary,14.9,14.659,15.141,2026-04-30
GPRE,2026-05-18,16.95,0.9112,16.0784,12.5579,25896194.0,uptrend,3,2,18.94,16.0931,higher_low,primary,16.0931,15.8653,16.3209,2026-05-07
INTC,2026-05-18,108.17,8.0122,79.9888,50.9736,16021334118.0,none,0,0,,,breakout_retest,monitor,54.6,52.597,56.603,2026-01-22
PKX,2026-05-18,78.63,3.399,71.6831,60.7324,20463930.0,none,3,2,92.4,55.31,breakout_retest,monitor,71.345,70.4953,72.1947,2026-02-25
AMD,2026-05-18,420.99,23.4965,315.6572,234.2728,17383370802.0,none,2,1,469.215,188.22,breakout_retest,monitor,266.96,261.0859,272.8341,2026-01-23
MYRG,2026-05-18,449.98,21.3169,359.2647,268.9564,132900270.0,uptrend,3,2,475.395,251.6275,higher_low,primary,251.6275,246.2983,256.9567,2026-03-09
NESR,2026-05-18,25.99,1.2608,23.4902,17.6672,44690014.0,none,2,3,25.6393,23.065,breakout_retest,monitor,25.6393,25.3241,25.9545,2026-04-29
THG,2026-05-18,197.54,4.0171,181.864,176.8751,54279091.0,uptrend,3,2,191.66,177.04,higher_low,primary,177.04,176.0357,178.0443,2026-04-27
BTSG,2026-05-18,56.18,2.0693,48.1822,38.2869,160127524.0,uptrend,3,2,54.68,40.41,higher_low,primary,40.41,39.8927,40.9273,2026-04-02
NBIS,2026-05-18,199.86,17.3094,151.2855,109.5666,3185045119.0,uptrend,2,2,168.71,132.7,higher_low,primary,132.7,128.3727,137.0273,2026-04-28
