signal_date,ticker,support_category,support_type,last_close,support_price,zone_low,zone_high,last_open,last_high,last_low,atr14,ema50,ema200,hh_count,hl_count,last_ph_price,last_pl_price,recent_high_20,recent_high_252,lower_tail_ratio,score,score_trend,score_support_quality,score_reaction,score_liquidity,score_room,reasons
2026-09-21,XYZ,monitor,breakout_retest,77.91,77.6238,77.0144,78.2332,77.29,78.17,76.37,2.4377,79.1455,74.0848,3,2,86.92,76.96,86.92,86.92,0.511,89.4,100.0,68.4,100.0,100.0,82.3,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close;strong_lower_tail_rejection
2026-09-21,LFST,primary,higher_low,12.67,12.38,12.2627,12.4973,12.56,12.72,12.4,0.469,11.8222,9.1106,3,2,13.56,12.38,13.56,13.56,0.5,88.2,100.0,84.2,100.0,69.1,68.1,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close;strong_lower_tail_rejection
2026-09-21,MU,monitor,breakout_retest,1043.96,1042.4,1030.0959,1054.7041,1044.99,1064.49,1030.68,49.2164,940.6336,707.9697,2,2,1042.4,902.6,1064.49,1255.0,0.393,86.2,100.0,64.1,79.5,100.0,95.1,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;close_above_prev_close
2026-09-21,BAP,monitor,breakout_retest,389.97,386.2,383.7451,388.6549,386.41,391.96,383.06,9.8194,378.0508,346.6442,2,1,386.2,369.705,391.96,413.245,0.376,81.3,75.0,78.3,98.2,100.0,63.9,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-09-21,NBIS,monitor,breakout_retest,232.8,230.3,225.9906,234.6094,225.96,237.96,221.3,17.2375,217.1693,179.3548,1,2,254.74,203.87,254.74,299.86,0.28,79.8,75.0,69.8,91.0,100.0,77.7,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-09-21,EXK,primary,higher_low,10.13,10.13,9.9853,10.2747,10.3,10.3,9.86,0.5787,9.8805,9.4798,3,3,11.649,10.13,11.649,15.15,0.614,79.7,100.0,62.5,60.0,89.3,87.5,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;strong_lower_tail_rejection
2026-09-21,TILE,primary,higher_low,34.24,33.66,33.4001,33.9199,34.29,34.38,33.65,1.0396,35.2971,31.8617,2,3,40.5,33.66,39.6399,40.5,0.808,78.0,100.0,82.7,60.0,19.9,88.7,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;strong_lower_tail_rejection
2026-09-21,BCH,monitor,breakout_retest,41.62,41.46,41.2217,41.6983,41.33,42.1,41.1,0.9531,41.163,39.4013,2,2,43.12,40.2525,43.14,46.77,0.23,73.2,100.0,70.9,87.2,11.4,46.0,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-09-21,NESR,primary,higher_low,32.4,32.05,31.6912,32.4088,32.63,32.8248,32.0,1.435,31.7014,25.2812,1,2,35.47,32.05,35.47,36.94,0.485,70.6,75.0,74.7,60.0,57.6,77.9,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;strong_lower_tail_rejection
2026-09-21,LTM,monitor,breakout_retest,53.31,53.04,52.6527,53.4273,52.0,53.45,51.58,1.549,52.1935,51.7736,1,2,53.04,49.54,54.81,70.42,0.225,67.7,75.0,71.2,86.9,42.7,38.1,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-09-21,GRDN,monitor,breakout_retest,44.16,43.4,42.9341,43.8659,45.14,45.14,43.34,1.8636,41.1162,37.3688,2,1,47.02,35.9,48.33,48.33,0.456,67.1,75.0,78.9,60.0,29.4,65.9,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;strong_lower_tail_rejection
2026-09-21,NWG,monitor,breakout_retest,18.95,18.9,18.8101,18.9899,19.04,19.06,18.88,0.3597,18.3852,17.1696,2,1,19.0,18.14,19.06,19.42,0.389,66.1,75.0,69.5,79.2,51.9,34.8,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;close_above_prev_close
