signal_date,ticker,support_category,support_type,last_close,support_price,zone_low,zone_high,last_open,last_high,last_low,atr14,ema50,ema200,hh_count,hl_count,last_ph_price,last_pl_price,recent_high_20,recent_high_252,lower_tail_ratio,score,score_trend,score_support_quality,score_reaction,score_liquidity,score_room,reasons
2026-06-01,POET,primary,higher_low,13.89,11.8201,11.3106,12.3296,11.98,14.43,11.62,2.0379,10.6858,7.6911,2,2,20.81,11.8201,20.81,20.81,0.128,94.5,100.0,94.1,79.6,100.0,100.0,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-06-01,LITE,primary,higher_low,905.0,845.0,825.0377,864.9623,825.25,931.85,806.62,79.8493,851.6369,546.8686,2,2,1085.68,845.0,1085.68,1085.68,0.149,92.4,100.0,87.5,81.2,100.0,94.9,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-06-01,PUMP,primary,higher_low,15.34,14.9,14.6665,15.1335,15.82,15.85,15.05,0.9341,15.4876,11.7033,2,2,18.3747,14.9,18.3747,18.5,0.362,89.8,100.0,80.5,77.2,100.0,94.7,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;close_above_prev_close
2026-06-01,GRDN,monitor,breakout_retest,39.26,38.12,37.7271,38.5129,38.55,39.61,37.4318,1.5716,36.7566,31.8256,2,2,39.62,32.25,39.645,41.36,0.513,82.5,100.0,86.9,100.0,16.0,61.4,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close;strong_lower_tail_rejection
2026-06-01,PARR,primary,higher_low,57.1,56.11,55.255,56.965,57.0,59.055,56.32,3.4198,58.8785,47.7994,1,2,62.31,56.11,70.39,70.39,0.249,78.6,75.0,76.0,88.7,78.6,76.5,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-06-01,LC,monitor,breakout_retest,18.39,17.485,17.3057,17.6643,17.43,18.4,17.385,0.7174,16.3032,16.1296,1,2,17.485,15.01,18.4,21.67,0.044,78.6,75.0,100.0,73.3,27.1,91.8,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-06-01,GPRE,monitor,breakout_retest,16.15,15.64,15.4327,15.8473,15.99,16.49,15.68,0.8293,15.9738,12.9632,2,1,17.49,14.81,18.94,18.94,0.383,77.0,75.0,84.1,98.7,27.6,73.2,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-06-01,SKM,monitor,breakout_retest,44.43,39.53,39.0143,40.0457,40.6,44.7896,39.49,2.0629,35.8936,28.72,1,2,39.53,35.62,44.7896,44.7896,0.209,76.5,75.0,100.0,85.7,100.0,12.1,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-06-01,LUV,monitor,breakout_retest,42.76,42.3899,41.9804,42.7994,42.37,42.88,41.5,1.638,40.8213,39.4457,1,2,42.3899,37.23,44.44,55.11,0.63,74.3,75.0,73.8,80.0,100.0,49.3,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;strong_lower_tail_rejection
2026-06-01,TILE,monitor,breakout_retest,29.26,28.95,28.6836,29.2164,29.249,29.75,28.27,1.0656,28.2855,27.5284,2,2,30.34,27.04,30.34,35.11,0.661,73.8,100.0,76.0,80.0,17.1,46.9,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;strong_lower_tail_rejection
2026-06-01,ASM,monitor,breakout_retest,7.29,6.98,6.8592,7.1008,7.07,7.465,6.9101,0.4833,7.0449,6.4163,1,2,8.19,6.3801,8.19,11.9883,0.288,73.8,75.0,84.8,71.6,32.4,83.5,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body
2026-06-01,DAN,monitor,breakout_retest,34.6,34.25,33.9308,34.5692,34.83,35.085,33.88,1.2766,34.4602,28.6354,2,2,39.56,31.545,36.27,39.56,0.598,73.0,100.0,75.6,60.0,33.3,58.3,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;strong_lower_tail_rejection
2026-06-01,XYZ,monitor,breakout_retest,76.1,75.23,74.5501,75.9099,76.35,77.6238,75.53,2.7197,68.6222,67.0584,2,1,77.16,67.08,77.6238,82.5,0.272,70.3,75.0,76.7,70.4,100.0,30.0,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;close_above_prev_close
2026-06-01,TCBI,monitor,breakout_retest,98.02,96.21,95.5751,96.8449,98.45,98.895,96.76,2.5396,98.7343,94.4115,1,2,101.88,94.06,103.29,108.92,0.59,67.6,75.0,86.6,60.0,40.8,49.4,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;strong_lower_tail_rejection
2026-06-01,CDE,monitor,breakout_retest,19.32,19.24,18.9686,19.5114,18.76,19.42,18.45,1.0856,18.9814,17.9138,1,1,20.395,16.55,20.395,27.77,0.32,65.7,50.0,66.2,74.0,100.0,62.3,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body
