ticker,last_date,last_close,atr14,ema50,ema200,avg_dollar_volume,trend,hh_count,hl_count,last_ph_price,last_pl_price,support_type,support_category,support_price,zone_low,zone_high,pivot_date
MU,2026-08-20,974.33,69.435,904.6611,640.938,35394233697.0,none,2,1,1011.77,737.88,breakout_retest,monitor,818.67,801.3112,836.0288,2026-05-11
SNDK,2026-08-20,1600.62,162.9708,1508.0387,1067.1586,23892423517.0,none,1,1,1446.6225,998.19,breakout_retest,monitor,1446.6225,1405.8798,1487.3652,2026-08-04
LITE,2026-08-20,879.28,81.9862,825.4363,669.6965,4365549460.0,none,1,0,897.0,594.84,breakout_retest,monitor,839.88,819.3835,860.3765,2026-07-14
FSLY,2026-08-20,22.71,2.1358,22.6546,18.5588,169513803.0,none,2,2,30.69,15.74,breakout_retest,monitor,22.05,21.5161,22.5839,2026-06-02
CRDO,2026-08-20,231.35,22.6463,231.4253,188.4714,1181872763.0,none,1,1,241.14,177.0,breakout_retest,monitor,210.97,205.3084,216.6316,2026-05-11
AUGO,2026-08-20,86.69,4.4457,67.4967,63.8189,64039060.0,none,0,1,68.01,48.05,breakout_retest,monitor,68.01,66.8986,69.1214,2026-07-06
DAR,2026-08-20,67.84,2.2022,61.4251,53.1291,141175784.0,none,1,1,62.38,57.76,breakout_retest,monitor,62.38,61.8294,62.9306,2026-07-31
DAN,2026-08-20,30.75,1.172,29.4025,28.9595,42974173.0,none,1,2,28.12,26.085,breakout_retest,monitor,28.12,27.827,28.413,2026-07-22
PBF,2026-08-20,69.56,4.0209,59.9377,45.7926,221444595.0,uptrend,2,2,74.74,58.8805,higher_low,primary,58.8805,57.8753,59.8857,2026-08-07
SKM,2026-08-20,38.31,1.6201,34.9397,31.3014,83446493.0,none,1,1,35.86,32.8401,breakout_retest,monitor,35.86,35.455,36.265,2026-08-06
PARR,2026-08-20,72.45,4.5457,71.3435,57.4103,84816007.0,none,3,1,87.03,64.98,breakout_retest,monitor,70.39,69.2536,71.5264,2026-05-05
