signal_date,ticker,support_category,support_type,last_close,support_price,zone_low,zone_high,last_open,last_high,last_low,atr14,ema50,ema200,hh_count,hl_count,last_ph_price,last_pl_price,recent_high_20,recent_high_252,lower_tail_ratio,score,score_trend,score_support_quality,score_reaction,score_liquidity,score_room,reasons
2026-07-16,FSLY,monitor,breakout_retest,20.32,19.85,19.4905,20.2095,20.65,21.18,19.75,1.438,19.4816,16.879,1,1,19.85,15.74,21.325,34.82,0.399,68.3,50.0,76.9,79.9,91.9,59.5,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;close_above_prev_close
