signal_date,ticker,support_category,support_type,last_close,support_price,zone_low,zone_high,last_open,last_high,last_low,atr14,ema50,ema200,hh_count,hl_count,last_ph_price,last_pl_price,recent_high_20,recent_high_252,lower_tail_ratio,score,score_trend,score_support_quality,score_reaction,score_liquidity,score_room,reasons
2026-05-28,SSRM,primary,higher_low,30.15,29.1,28.6607,29.5393,29.38,30.52,28.6801,1.7573,30.3547,25.2976,2,3,36.28,29.1,36.28,36.515,0.38,94.6,100.0,83.7,98.5,96.6,95.2,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-05-28,TILE,monitor,breakout_retest,29.9,28.95,28.6814,29.2186,29.44,29.92,29.12,1.0744,28.1905,27.5328,2,2,30.34,27.04,30.34,35.11,0.4,88.0,100.0,90.9,100.0,16.4,91.1,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close;strong_lower_tail_rejection
2026-05-28,DK,primary,higher_low,44.39,43.0,42.4042,43.5958,43.825,45.24,43.185,2.3833,42.8349,36.464,2,2,47.29,43.0,49.5,49.5,0.311,84.9,100.0,83.3,93.3,55.3,66.1,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-05-28,PKX,monitor,breakout_retest,71.88,71.345,70.486,72.204,70.6,72.43,69.085,3.4359,72.1127,62.5657,3,2,92.4,55.31,92.4,92.4,0.453,84.7,100.0,70.3,100.0,22.5,99.3,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close;strong_lower_tail_rejection
2026-05-28,FLYW,primary,higher_low,15.85,15.58,15.4171,15.7429,15.7,16.04,15.61,0.6517,14.4985,13.305,2,2,18.05,15.58,18.05,18.05,0.209,84.0,100.0,79.1,85.7,42.6,85.8,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-05-28,PBF,monitor,breakout_retest,39.82,38.83,38.2078,39.4522,39.56,40.0,38.87,2.4888,41.2115,35.843,1,2,43.41,38.76,46.46,52.18,0.611,83.6,75.0,78.7,100.0,100.0,76.1,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close;strong_lower_tail_rejection
2026-05-28,CRDO,monitor,breakout_retest,222.35,210.97,206.7695,215.1705,222.24,229.39,212.715,16.802,168.9544,141.2562,2,1,210.97,148.9446,233.7,233.7,0.571,83.0,75.0,85.7,100.0,100.0,60.4,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close;strong_lower_tail_rejection
2026-05-28,AUGO,monitor,breakout_retest,75.88,75.57,74.3666,76.7734,74.09,77.968,73.2,4.8137,80.7975,62.2049,2,1,92.8899,71.0351,92.8899,110.321,0.187,75.7,75.0,65.7,84.0,55.1,96.2,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-05-28,PARR,primary,higher_low,56.48,56.11,55.2217,56.9983,57.42,57.87,55.59,3.5533,59.065,47.6439,1,2,62.31,56.11,70.39,70.39,0.39,75.2,75.0,67.7,79.2,78.5,80.5,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;close_above_prev_close
2026-05-28,LUV,monitor,breakout_retest,43.31,42.3899,41.9677,42.8121,43.02,43.94,42.4,1.6888,40.6521,39.405,1,2,42.3899,37.23,44.44,55.11,0.403,74.5,75.0,82.4,80.0,100.0,36.1,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;strong_lower_tail_rejection
2026-05-28,ASM,monitor,breakout_retest,7.16,6.98,6.8589,7.1011,6.59,7.21,6.504,0.4845,7.0233,6.3785,1,2,8.19,6.11,8.19,11.9883,0.122,74.0,75.0,78.0,79.2,32.1,86.6,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-05-28,INDV,primary,higher_low,36.61,35.8,35.4778,36.1222,37.08,37.15,36.05,1.2887,35.3497,30.6138,1,1,41.0,35.8,41.0,41.0,0.509,69.9,50.0,84.5,60.0,93.8,83.0,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;strong_lower_tail_rejection
2026-05-28,BAP,monitor,breakout_retest,341.5,341.07,337.6027,344.5373,345.77,345.77,336.82,13.8692,330.405,303.6292,1,1,365.46,300.0,354.41,380.2,0.523,60.2,50.0,64.1,60.0,100.0,47.8,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;strong_lower_tail_rejection
