signal_date,ticker,support_category,support_type,last_close,support_price,zone_low,zone_high,last_open,last_high,last_low,atr14,ema50,ema200,hh_count,hl_count,last_ph_price,last_pl_price,recent_high_20,recent_high_252,lower_tail_ratio,score,score_trend,score_support_quality,score_reaction,score_liquidity,score_room,reasons
2026-05-29,PUMP,primary,higher_low,15.26,14.9,14.6639,15.1361,15.35,15.531,14.835,0.9444,15.4937,11.6667,2,2,18.3747,14.9,18.3747,18.5,0.611,89.9,100.0,78.3,80.0,100.0,95.2,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;close_above_prev_close;strong_lower_tail_rejection
2026-05-29,POET,primary,higher_low,12.29,11.8201,11.3255,12.3147,13.055,13.055,11.5,1.9785,10.555,7.6288,2,2,20.81,11.8201,20.81,20.81,0.508,85.6,100.0,74.4,60.0,100.0,100.0,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;strong_lower_tail_rejection
2026-05-29,PBF,monitor,breakout_retest,40.7,38.83,38.2247,39.4353,39.86,40.74,39.2,2.4211,41.1915,35.9202,1,2,43.41,38.76,46.46,52.18,0.429,84.5,75.0,88.1,100.0,100.0,66.6,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close;strong_lower_tail_rejection
2026-05-29,LITE,primary,higher_low,854.96,845.0,825.9104,864.0896,860.68,869.0,822.5,76.3585,849.4589,543.2693,2,2,1085.68,845.0,1085.68,1085.68,0.698,84.0,100.0,69.0,60.0,100.0,98.5,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;strong_lower_tail_rejection
2026-05-29,FLYW,primary,higher_low,16.04,15.58,15.4189,15.7411,15.73,16.28,15.73,0.6444,14.559,13.3415,2,2,18.05,15.58,18.05,18.05,0.0,82.5,100.0,86.6,70.0,42.8,83.8,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-05-29,ASM,monitor,breakout_retest,7.32,6.98,6.8606,7.0994,7.28,7.435,7.045,0.4778,7.0349,6.4075,1,2,8.19,6.3801,8.19,11.9883,0.603,79.8,75.0,86.5,100.0,32.2,82.8,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close;strong_lower_tail_rejection
2026-05-29,AUGO,monitor,breakout_retest,77.27,75.57,74.3726,76.7674,74.85,78.6578,74.18,4.7897,80.6592,62.3548,2,1,92.8899,71.0351,92.8899,110.321,0.15,79.7,75.0,77.6,81.2,72.9,95.1,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-05-29,LC,monitor,breakout_retest,17.85,17.485,17.3114,17.6586,17.2,18.055,17.15,0.6945,16.218,16.1068,1,2,17.485,15.01,18.055,21.67,0.055,74.8,75.0,81.9,74.1,26.1,95.7,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-05-29,XYZ,monitor,breakout_retest,75.72,75.23,74.538,75.922,74.97,76.66,74.195,2.7679,68.317,66.9675,2,1,77.16,67.08,77.16,82.5,0.314,73.3,75.0,71.4,93.5,100.0,28.5,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-05-29,GRDN,monitor,breakout_retest,38.74,38.12,37.7388,38.5012,38.51,39.159,38.16,1.5249,36.6545,31.7509,2,2,39.62,32.25,39.645,41.36,0.35,71.4,100.0,78.9,76.2,15.6,32.7,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body
2026-05-29,BAP,monitor,breakout_retest,342.63,341.07,337.6722,344.4678,340.79,347.64,337.665,13.591,330.8843,303.8602,1,1,365.46,300.0,354.41,380.2,0.313,67.4,50.0,68.2,93.5,100.0,44.4,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-05-29,CDE,monitor,breakout_retest,19.32,19.24,18.9664,19.5136,18.46,19.34,18.305,1.0944,18.9675,17.8996,1,1,20.395,16.55,20.395,27.77,0.15,67.1,50.0,66.2,81.2,100.0,62.3,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-05-29,INDV,primary,higher_low,36.02,35.8,35.4812,36.1188,36.39,36.61,35.51,1.2752,35.376,30.682,1,1,41.0,35.8,41.0,41.0,0.464,66.1,50.0,71.1,60.0,84.1,85.7,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;strong_lower_tail_rejection
2026-05-29,GPRE,monitor,breakout_retest,15.67,15.64,15.4325,15.8475,15.75,15.86,15.39,0.83,15.9667,12.9312,2,1,17.49,14.81,18.94,18.94,0.596,65.7,75.0,64.3,60.0,28.0,82.4,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;strong_lower_tail_rejection
2026-05-29,CFG,monitor,breakout_retest,62.26,62.16,61.7997,62.5203,61.03,62.52,61.03,1.4412,62.5042,58.3229,1,1,66.0,59.745,66.0,68.79,0.0,61.1,50.0,66.0,50.0,100.0,64.0,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body
