signal_date,ticker,support_category,support_type,last_close,support_price,zone_low,zone_high,last_open,last_high,last_low,atr14,ema50,ema200,hh_count,hl_count,last_ph_price,last_pl_price,recent_high_20,recent_high_252,lower_tail_ratio,score,score_trend,score_support_quality,score_reaction,score_liquidity,score_room,reasons
2026-06-04,LITE,primary,higher_low,945.08,845.0,823.4449,866.5551,900.1,955.4768,864.2001,86.2204,864.9815,559.5458,3,3,1085.68,845.0,1085.68,1085.68,0.393,97.4,100.0,97.8,99.5,100.0,87.3,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-06-04,PUMP,monitor,breakout_retest,16.47,15.49,15.259,15.721,15.75,16.54,15.5219,0.9242,15.5906,11.8841,2,1,18.3747,14.835,18.3747,18.5,0.224,84.9,75.0,95.3,86.8,88.5,82.3,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-06-04,SKM,monitor,breakout_retest,41.01,39.53,38.9511,40.1089,40.245,41.5,39.24,2.3156,36.8048,29.2272,1,2,39.53,35.67,47.1794,47.1794,0.445,82.8,75.0,84.7,80.0,100.0,87.6,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;strong_lower_tail_rejection
2026-06-04,CRDO,monitor,breakout_retest,217.5,210.97,205.9929,215.9471,204.66,227.6896,200.0,19.9082,178.981,145.692,2,1,210.97,148.9446,245.9499,245.9499,0.168,81.0,75.0,77.0,82.6,100.0,84.6,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-06-04,RSI,primary,higher_low,26.23,25.84,25.5852,26.0948,25.56,26.25,25.5,1.0192,24.9763,21.0447,2,3,28.29,25.84,28.3,29.24,0.08,80.2,100.0,78.3,76.0,47.1,71.4,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-06-04,PKX,monitor,breakout_retest,66.67,65.49,64.6938,66.2862,65.48,67.48,65.125,3.1846,71.5393,62.9275,3,1,92.4,55.31,92.4,92.4,0.151,79.3,100.0,78.0,61.3,25.2,100.0,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body
2026-06-04,ANIP,monitor,breakout_retest,79.2,77.47,76.7533,78.1867,76.0,80.21,76.0,2.8669,79.1816,79.0825,2,2,83.7499,76.1201,87.76,99.5,0.0,77.9,100.0,83.8,70.0,34.6,63.0,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-06-04,INCY,monitor,breakout_retest,101.24,98.85,98.1368,99.5632,99.34,101.46,98.75,2.8527,96.9561,93.6032,1,2,98.85,94.1,103.01,112.29,0.218,76.1,75.0,89.7,86.3,100.0,26.2,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-06-04,NWG,monitor,breakout_retest,16.19,15.95,15.8566,16.0434,16.11,16.23,16.015,0.3737,15.8,15.6718,0,2,15.95,14.91,16.2466,19.355,0.442,75.9,50.0,84.8,100.0,55.6,94.3,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close;strong_lower_tail_rejection
2026-06-04,GRDN,monitor,breakout_retest,40.8,39.62,39.2176,40.0224,39.37,41.01,38.85,1.6095,37.0833,32.0658,2,2,39.62,32.25,41.01,41.36,0.241,72.2,100.0,87.1,88.1,16.5,7.7,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-06-04,DK,monitor,breakout_retest,47.67,47.29,46.7084,47.8716,45.9,47.78,44.88,2.3262,43.4823,37.306,2,1,47.29,41.11,48.93,49.5,0.352,70.1,75.0,70.7,96.4,52.0,36.4,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-06-04,TCBI,monitor,breakout_retest,102.34,101.88,101.2433,102.5167,100.27,102.52,100.16,2.5468,98.9201,94.8056,1,2,101.88,94.06,102.84,108.92,0.047,69.1,75.0,71.5,73.5,41.1,65.7,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-06-04,INDV,primary,higher_low,37.45,35.8,35.4262,36.1738,35.8,37.95,35.57,1.4952,35.3818,30.8486,1,1,38.58,35.8,41.0,41.0,0.097,67.8,50.0,96.3,77.3,72.8,40.2,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-06-04,AIR,monitor,breakout_retest,115.53,115.46,114.3687,116.5513,111.64,116.615,111.315,4.365,111.2472,99.8081,1,2,115.46,99.62,121.59,127.21,0.061,66.6,75.0,63.3,74.6,42.2,61.0,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-06-04,LC,monitor,breakout_retest,17.57,17.485,17.2829,17.6871,16.56,17.6,16.52,0.8085,16.3995,16.2044,1,2,17.485,15.01,18.4,21.67,0.037,65.4,75.0,67.8,72.8,28.2,57.2,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
2026-06-04,CFG,monitor,breakout_retest,63.9,62.16,61.7736,62.5464,62.3,63.935,62.16,1.5455,62.4553,58.5578,0,1,64.025,59.745,66.0,68.79,0.079,63.3,25.0,96.9,75.9,100.0,42.9,price_touched_zone;close_held_above_zone_low;close_recovered_zone_mid;bullish_candle_body;close_above_prev_close
