ticker,last_date,last_close,atr14,ema50,ema200,avg_dollar_volume,trend,hh_count,hl_count,last_ph_price,last_pl_price,support_type,support_category,support_price,zone_low,zone_high,pivot_date
MU,2026-05-21,762.1,48.5188,555.4021,365.2501,34103597536.0,none,2,1,818.67,311.49,breakout_retest,monitor,471.34,459.2103,483.4697,2026-03-18
SNDK,2026-05-21,1542.24,107.6746,1063.0296,576.4988,20156792329.0,uptrend,2,2,1600.0,558.5825,higher_low,primary,558.5825,531.6639,585.5011,2026-03-30
LITE,2026-05-21,964.5,83.928,839.7615,525.3381,5926744698.0,uptrend,3,3,1085.68,780.48,higher_low,primary,780.48,759.498,801.462,2026-04-28
POET,2026-05-21,14.82,2.2736,9.9435,7.3132,905921093.0,uptrend,2,2,20.81,6.37,higher_low,primary,6.37,5.8016,6.9384,2026-04-29
ICHR,2026-05-21,65.32,4.8002,60.8511,39.6254,76988698.0,uptrend,2,3,78.0,56.6011,higher_low,primary,56.6011,55.4011,57.8011,2026-05-05
CRDO,2026-05-21,193.39,15.7787,159.9286,137.8501,1121288393.0,uptrend,2,1,210.97,164.8,higher_low,primary,164.8,160.8553,168.7447,2026-04-28
AUGO,2026-05-21,75.3,5.2389,81.8453,61.6938,58623530.0,uptrend,2,2,92.8899,78.8,higher_low,primary,78.8,77.4903,80.1097,2026-04-29
UNFI,2026-05-21,49.9,1.6807,47.1882,38.6381,28069478.0,uptrend,3,3,53.18,46.5,higher_low,primary,46.5,46.0798,46.9202,2026-04-24
DAR,2026-05-21,57.86,2.1877,59.3603,47.9035,161454950.0,uptrend,2,3,64.99,61.09,higher_low,primary,61.09,60.5431,61.6369,2026-05-07
DAN,2026-05-21,33.86,1.3015,34.2403,28.1404,35457291.0,uptrend,2,3,39.56,34.33,higher_low,primary,34.33,34.0046,34.6554,2026-05-04
PBF,2026-05-21,39.07,2.6489,41.5481,35.402,134301800.0,uptrend,2,2,46.46,38.76,higher_low,primary,38.76,38.0978,39.4222,2026-05-07
SKM,2026-05-21,39.08,1.6452,35.1287,28.2329,80917789.0,uptrend,1,3,39.97,35.84,higher_low,primary,35.84,35.4287,36.2513,2026-04-30
PARR,2026-05-21,57.8,3.968,59.4219,46.7791,83659235.0,uptrend,2,2,70.39,56.11,higher_low,primary,56.11,55.118,57.102,2026-05-06
PUMP,2026-05-21,17.44,0.9391,15.3883,11.424,107237289.0,uptrend,3,2,18.5,14.9,higher_low,primary,14.9,14.6652,15.1348,2026-04-30
GPRE,2026-05-21,15.07,0.9031,16.0271,12.6591,26829798.0,uptrend,3,2,18.94,16.0931,higher_low,primary,16.0931,15.8673,16.3189,2026-05-07
INTC,2026-05-21,118.5,8.2567,84.0829,53.0106,17317182513.0,uptrend,1,1,132.75,40.63,higher_low,primary,40.63,38.5658,42.6942,2026-03-30
PKX,2026-05-21,74.36,3.5956,71.9131,61.3621,22178984.0,none,3,2,92.4,55.31,breakout_retest,monitor,71.345,70.4461,72.2439,2026-02-25
AMD,2026-05-21,449.59,24.7362,329.4434,241.7936,17607319739.0,none,2,1,469.215,188.22,breakout_retest,monitor,266.96,260.7759,273.1441,2026-01-23
LYG,2026-05-21,5.41,0.1519,5.3233,5.0873,99353195.0,none,1,1,5.495,5.03,breakout_retest,monitor,5.19,5.152,5.228,2026-03-25
